ISO 639-3,ISO 639-1,Language Name,Alternate Names
gsp,,Wasembo,
gss,,Greek Sign Language,
gsw,,Swiss German,Schweizerdeutsch; Swizz
gta,,Guato,
gtu,,Aghu-Tharnggala,
gua,,Shiki,
gub,,Guajajara,
guc,,Wayuu,
gud,,Yocoboue Dida,
gue,,Gurinji,
guf,,Gupapuyngu,
gug,,Paraguayan Guarani,
guh,,Guahibo,
gui,,Eastern Bolivian Guarani,
guj,gu,Gujarati,
guk,,Gumuz,
gul,,Sea Island Creole English,
gum,,Guambiano,
gun,,Mbya Guarani,
guo,,Guayabero,
gup,,Gunwinggu,
guq,,Ache,
gur,,Farefare,
gus,,Guinean Sign Language,
gut,,Maleku Jaika,
guu,,Yanomamo,
guw,,Gun,
gux,,Gourmanchema,
guz,,Gusii,
gva,,Guana <Paraguay>,
gvc,,Guanano,
gve,,Duwet,
gvf,,Golin,
gvj,,Guaja,
gvl,,Gulay,
gvm,,Gurmana,
gvn,,Kuku-Yalanji,
gvo,,Gaviao Do Jiparana,
gvp,,Para Gaviao,
gvr,,Gurung,
gvs,,Gumawana,
gvy,,Guyani,
gwa,,Mbato,
gwb,,Gwa,
gwc,,Kalami,
gwd,,Gawwada,
gwe,,Gweno,
gwf,,Gowro,
gwg,,Moo,
gwi,,Gwich'in,
gwj,,Gwi,
gwm,,Awngthim,
gwn,,Gwandara,
gwr,,Gwere,
gwt,,Gawar-Bati,
gwu,,Guwamu,
gww,,Kwini,
gwx,,Gua,
gxx,,We Southern,
gya,,Northwest Gbaya,
gyb,,Garus,
gyd,,Kayardild,
gye,,Gyem,
gyf,,Gungabula,
gyg,,Gbayi,
gyi,,Gyele,
gyl,,Gayil,
gym,,Ngabere,
gyn,,Guyanese Creole English,
gyo,,Gyalsumdo,
gyr,,Guarayu,
gyy,,Gunya,
gza,,Ganza,
gzi,,Gazi,
gzn,,Gane,
haa,,Han,
hab,,Hanoi Sign Language,
hac,,Gurani,
had,,Hatam,
hae,,Eastern Oromo,
haf,,Haiphong Sign Language,
hag,,Hanga,
hah,,Hahon,
hai,,Haida,
haj,,Hajong,
hak,,Hakka Chinese,Hakka; Hokka; Kechia; Kejia; Majiahua; Tu Guangdonghua; Xinminhua
hal,,Halang,
ham,,Hewa,
han,,Hangaza,
hao,,Hako,
hap,,Hupla,
haq,,Ha,
har,,Harari,
has,,Haisla,
hat,ht,Haitian,
hau,ha,Hausa,
hav,,Havu,
haw,,Hawaiian,
hax,,Southern Haida,
hay,,Haya,
haz,,Hazaragi,
hba,,Hamba,
hbb,,Huba,
hbn,,Heiban,
hbo,,Ancient Hebrew,Old Hebrew
hbs,sh,Serbo-Croatian,
hbu,,Habu,
hca,,Andaman Creole Hindi,
hch,,Huichol,
hdn,,Northern Haida,
hds,,Honduras Sign Language,
hdy,,Hadiyya,
hea,,Northern Qiandong Miao,
heb,he,Hebrew,
hed,,Herde,
heg,,Helong,
heh,,Hehe,
hei,,Heiltsuk,
hem,,Hemba,
her,hz,Herero,
hgm,,Hai--om,
hgw,,Haigwai,
hhi,,Hoia Hoia,
hhr,,Kerak,
hhy,,Hoyahoya,
hia,,Lamang,
hib,,Hibito,
hid,,Hidatsa,
hif,,Fiji Hindi,Fiji Hindustani; Fijian Hindi; Fijian Hindustani
hig,,Kamwe,
hih,,Pamosu,
hii,,Hinduri,
hij,,Hijuk,
hik,,Seit-Kaitetu,
hil,,Hiligaynon,Hiligainon; Illogo; Ilonggo
hin,hi,Hindi,
hio,,Tsoa,
hir,,Himarima,
hit,,Hittite,
hiw,,Hiw,
hix,,Hixkaryana,
hji,,Haji,
hka,,Kahe,
hke,,Hunde,
hkk,,Hunjara-Kaina Ke,
hkn,,Mel-Khaonh,
hks,,Hong Kong Sign Language,
hla,,Halia,
hlb,,Halbi,
hld,,Halang Doan,
hle,,Hlersu,
hlt,,Matu Chin,
hlu,,Hieroglyphic Luwian,
hma,,Southern Mashan Hmong,
hmb,,Humburi Senni Songhay,
hmc,,Central Huishui Hmong,
hmd,,Large Flowery Miao,
hme,,Eastern Huishui Hmong,
hmf,,Hmong Don,
hmg,,Southwestern Guiyang Hmong,
hmh,,Southwestern Huishui Hmong,
hmi,,Northern Huishui Hmong,
hmj,,Ge,
hmk,,Maek,
hml,,Luopohe Hmong,
hmm,,Central Mashan Hmong,
hmn,,Hmong,
hmo,ho,Hiri Motu,
hmp,,Northern Mashan Hmong,
hmq,,Eastern Qiandong Miao,
hmr,,Hmar,
hms,,Southern Qiandong Miao,Black Miao; Central Miao; Chientung Miao; Hei Miao; Hmu; Southern East-Guizhou Miao; Southern Hmu
hmt,,Hamtai,
hmu,,Hamap,
hmv,,Hmong Do,
hmw,,Western Mashan Hmong,
hmy,,Southern Guiyang Hmong,
hmz,,Hmong Shua,Mushu Maio; Shuixi Miao; Waishu Miao; Water Miao; West of the Water Miao; Wooden Comb Miao
hna,,Mina <Cameroon>,
hnd,,Southern Hindko,
hne,,Chhattisgarhi,
hnh,,Ani,
hni,,Hani,
hnj,,Hmong Njua,
hnn,,Hanunoo,
hno,,Northern Hindko,
hns,,Caribbean Hindustani,Sarnami Hindi
hnu,,Hung,
hoa,,Hoava,
hob,,Mari <Madang Province>,
hoc,,Ho,
hod,,Holma,
hoe,,Horom,
hoh,,Hobyot,
hoi,,Holikachuk,
hoj,,Hadothi,
hol,,Holu,
hom,,Homa,
hoo,,Holoholo,
hop,,Hopi,
hor,,Horo,
hos,,Ho Chi Minh City Sign Language,
hot,,Hote,
hov,,Hovongan,
how,,Honi,
hoy,,Holiya,
hoz,,Hozo,
hpo,,Hpon,
hps,,Hawai'i Sign Language,
hra,,Hrangkhol,
hrc,,Niwer Mil,
hre,,Hre,
hrk,,Haruku,
hrm,,Horned Miao,Jiaojiao Miao; Kha-Nzi; Longhorn Miao; Qing Miao; White Miao
hro,,Haroi,
hrp,,Nhirrpi,
hrt,,Hertevin,
hru,,Hruso,
hrv,hr,Croatian,
hrw,,Warwar Feni,
hrx,,Hunsrik,
hrz,,Harzani,
hsb,,Upper Sorbian,Sorbian; Wendish
hsh,,Hungarian Sign Language,
hsl,,Hausa Sign Language,
hsn,,Xiang Chinese,Hsiang; Hunanese; Hunannese
hss,,Harsusi,
hti,,Hoti,
hto,,Minica Huitoto,
hts,,Hadza,
htu,,Hitu,
htx,,Middle Hittite,
hub,,Huambisa,
huc,,Hua,
hud,,Huaulu,
hue,,San Francisco Del Mar Huave,
huf,,Humene,
hug,,Huachipaeri,
huh,,Huilliche,
hui,,Huli,
huj,,Northern Guiyang Hmong,
huk,,Hulung,
hul,,Hula,
hum,,Hungana,
hun,hu,Hungarian,
huo,,Hu,
hup,,Hupa,
huq,,Tsat,
hur,,Halkomelem,
hus,,Huastec,
hut,,Humla,
huu,,Murui Huitoto,
huv,,San Mateo Del Mar Huave,
huw,,Hukumina,
hux,,Nupode Huitoto,
huy,,Hulaula,
huz,,Hunzib,
hvc,,Haitian Vodoun Culture Language,
hve,,San Dionisio Del Mar Huave,
hvk,,Haveke,
hvn,,Sabu,
hvv,,Santa Maria Del Mar Huave,
hwa,,Wane,
hwc,,Hawai'i Creole English,Hawai’i Creole; Hawai’i Creole English; Hawaiian Creole; Hawaiian Creole English
hwo,,Hwana,
hya,,Hya,
hye,hy,Armenian,
hyw,,Western Armenian,
iai,,Iaai,
ian,,Iatmul,
iar,,Purari,
iba,,Iban,
ibb,,Ibibio,
ibd,,Iwaidja,
ibe,,Akpes,
ibg,,Ibanag,
ibh,,Bih,
ibl,,Ibaloi,
ibm,,Agoi,
ibn,,Ibino,
ibo,ig,Igbo,
ibr,,Ibuoro,
ibu,,Ibu,
iby,,Ibani,
ica,,Ede Ica,
ich,,Etkywan,
icl,,Icelandic Sign Language,
icr,,Islander Creole English,
ida,,Idakho-Isukha-Tiriki,
idb,,Indo-Portuguese,
idc,,Idon,
idd,,Ede Idaca,
ide,,Idere,
idi,,Idi,
ido,io,Ido,
idr,,Indri,
ids,,Idesa,
idt,,Idate,
idu,,Idoma,
ifa,,Amganad Ifugao,
ifb,,Batad Ifugao,
ife,,Ife,
iff,,Ifo,
ifk,,Tuwali Ifugao,
ifm,,Teke-Fuumu,
ifu,,Mayoyao Ifugao,
ify,,Keley-I Kallahan,
igb,,Ebira,
ige,,Igede,
igg,,Igana,
igl,,Igala,
igm,,Kanggape,
ign,,Ignaciano,
igo,,Isebe,
igs,,Interglossa,
igw,,Igwe,
ihb,,Iha Based Pidgin,
ihi,,Ihievbe,
ihp,,Iha,
ihw,,Bidhawal,
iii,ii,Sichuan Yi,Black Yi; Liangshan Yi; Northern Yi; Nosu Yi
iin,,Thiin,
ijc,,Izon,
ije,,Biseni,
ijj,,Ede Ije,
ijn,,Kalabari,
ijs,,Southeast Ijo,
ike,,Eastern Canadian Inuktitut,
iki,,Iko,
ikk,,Ika,
ikl,,Ikulu,
iko,,Olulumo-Ikom,
ikp,,Ikpeshi,
ikr,,Ikaranggal,
iks,,Inuit Sign Language,
ikt,,Inuinnaqtun,
iku,iu,Inuktitut,
ikv,,Iku-Gora-Ankwa,
ikw,,Ikwere,
ikx,,Ik,
ikz,,Ikizu,
ila,,Ile Ape,
ilb,,Ila,
ile,ie,Interlingue,
ilg,,Garig-Ilgar,
ili,,Ili Turki,
ilk,,Ilongot,
ilm,,Iranun <Malaysia>,
ilo,,Iloko,Ilokano; Ilocano
ilp,,Iranun <Philippines>,
ils,,International Sign,International Sign Language
ilu,,Ili'uun,
ilv,,Ilue,
ima,,Mala Malasar,
imi,,Anamgura,
iml,,Miluk,
imn,,Imonda,
imo,,Imbongu,
imr,,Imroing,
ims,,Marsian,
imy,,Milyan,
ina,ia,Interlingua,
inb,,Inga,
ind,id,Indonesian,
ing,,Degexit'an,
inh,,Ingush,
inj,,Jungle Inga,
inl,,Indonesian Sign Language,
inm,,Minaean,
inn,,Isinai,
ino,,Inoke-Yate,
inp,,Inapari,
ins,,Indian Sign Language,
int,,Intha,
inz,,Ineseno,
ior,,Inor,
iou,,Tuma-Irumu,
iow,,Iowa-Oto,
ipi,,Ipili,
ipk,ik,Inupiaq,
ipo,,Ipiko,
iqu,,Iquito,
iqw,,Ikwo,
ire,,Iresim,
irh,,Irarutu,
iri,,Rigwe,Irigwe
irk,,Iraqw,
irn,,Irantxe,
irr,,Ir,
iru,,Irula,
irx,,Kamberau,
iry,,Iraya,
isa,,Isabi,
isc,,Isconahua,
isd,,Isnag,
ise,,Italian Sign Language,
isg,,Irish Sign Language,
ish,,Esan,
isi,,Nkem-Nkum,
isk,,Ishkashimi,
isl,is,Icelandic,
ism,,Masimasi,
isn,,Isanzu,
iso,,Isoko,
isr,,Israeli Sign Language,
ist,,Istriot,
isu,,Isu <Menchum Division>,
ita,it,Italian,
itb,,Binongan Itneg,
itd,,Southern Tidung,
ite,,Itene,
iti,,Inlaod Itneg,
itk,,Judeo-Italian,
itl,,Itelmen,
itm,,Itu Mbon Uzo,
ito,,Itonama,
itr,,Iteri,
its,,Isekiri,
itt,,Maeng Itneg,
itv,,Itawit,
itw,,Ito,
itx,,Itik,
ity,,Moyadan Itneg,
itz,,Itza,Icaiche Maya; Petén Itza’ Maya; Yucatec Maya
ium,,Iu Mien,
ivb,,Ibatan,
ivv,,Ivatan,
iwk,,I-Wak,
iwm,,Iwam,
iwo,,Iwur,
iws,,Sepik Iwam,
ixc,,Ixcatec,
ixl,,Ixil,
iya,,Iyayu,
iyo,,Mesaka,
iyx,,Yaka <Congo>,
izh,,Ingrian,
izr,,Izere,
izz,,Izii,
jaa,,Jamamadi,
jab,,Hyam,
jac,,Popti',
jad,,Jahanka,
jae,,Yabem,
jaf,,Jara,
jah,,Jah Hut,
jaj,,Zazao,
jak,,Jakun,
jal,,Yalahatan,
jam,,Jamaican Patois,Jamaican Creole English; Jamiekan; Limon Creole English
jan,,Jandai,
jao,,Yanyuwa,
jaq,,Yaqay,
jas,,New Caledonian Javanese,
jat,,Jakati,
jau,,Yaur,
jav,jv,Javanese,
jax,,Jambi Malay,
jay,,Yan-nhangu,
jaz,,Jawe,
jbe,,Judeo-Berber,
jbi,,Badjiri,
jbj,,Arandai,
jbk,,Barikewa,
jbn,,Nafusi,
jbo,,Lojban,
jbr,,Jofotek-Bromnya,
jbt,,Jabuti,
jbu,,Jukun Takum,
jbw,,Yawijibaya,
jcs,,Jamaican Country Sign Language,
jct,,Krymchak,Judeo-Crimean Tatar; Judeo-Crimean Turkish
jda,,Jad,
jdg,,Jadgali,
jdt,,Judeo-Tat,
jeb,,Jebero,
jee,,Jerung,
jeh,,Jeh,
jei,,Yei,
jek,,Jeri Kuo,
jel,,Yelmek,
jen,,Dza,
jer,,Jere,
jet,,Manem,
jeu,,Jonkor Bourmataguil,
jgb,,Ngbee,
jge,,Judeo-Georgian,
jgk,,Gwak,
jgo,,Ngomba,
jhi,,Jehai,
jhs,,Jhankot Sign Language,
jia,,Jina,
jib,,Jibu,
jic,,Tol,
jid,,Bu,
jie,,Jilbe,
jig,,Djingili,
jih,,sTodsde,
jii,,Jiiddu,
jil,,Jilim,
jim,,Jimi <Cameroon>,
jio,,Jiamao,
jiq,,Guanyinqiao,
jit,,Jita,
jiu,,Youle Jinuo,
jiv,,Shuar,
jiy,,Buyuan Jinuo,
jje,,Jejueo,
jjr,,Bankal,
jka,,Kaera,
jkm,,Mobwa Karen,
jko,,Kubo,
jkp,,Paku Karen,
jkr,,Koro <India>,
jku,,Labir,
jle,,Ngile,
jls,,Jamaican Sign Language,
jma,,Dima,
jmb,,Zumbun,
jmc,,Machame,
jmd,,Yamdena,
jmi,,Jimi <Nigeria>,
jml,,Jumli,
jmn,,Makuri Naga,
jmr,,Kamara,
jms,,Mashi <Nigeria>,
jmw,,Mouwase,
jmx,,Western Juxtlahuaca Mixtec,
jna,,Jangshung,Central Kinnauri; Jangiam; Jangrami; Thebarskad; Thebor; Zangram; Zhang-Zhung
jnd,,Jandavra,
jng,,Yangman,
jni,,Janji,
jnj,,Yemsa,
jnl,,Rawat,
jns,,Jaunsari,
job,,Joba,
jod,,Wojenaka,
jog,,Jogi,
jor,,Jora,
jos,,Jordanian Sign Language,
jow,,Jowulu,
jpa,,Jewish Palestinian Aramaic,
jpn,ja,Japanese,
jpr,,Judeo-Persian,
jqr,,Jaqaru,
jra,,Jarai,
jrb,,Judeo-Arabic,
jrr,,Jiru,
jrt,,Jorto,
jru,,Japreria,
jsl,,Japanese Sign Language,Nihon Shuwa; Temane
jua,,Juma,
jub,,Wannu,
juc,,Jurchen,
jud,,Worodougou,
juh,,Hone,
jui,,Ngadjuri,
juk,,Wapan,
jul,,Jirel,
jum,,Jumjum,
jun,,Juang,
juo,,Jiba,
jup,,Hupde,
jur,,Juruna,
jus,,Jumla Sign Language,
jut,,Jutish,
juu,,Ju,
juw,,Wapha,
juy,,Juray,
jvd,,Javindo,
jvn,,Caribbean Javanese,
jwi,,Jwira-Pepesa,
jya,,Jiarong,
jye,,Judeo-Yemeni Arabic,Judeo-Yemeni; Yemenite Judeo-Arabic
jyy,,Jaya,
kaa,,Kara-Kalpak,
kab,,Kabyle,
kac,,Kachin,
kad,,Adara,
kae,,Ketangalan,
kaf,,Katso,
kag,,Kajaman,
kah,,Kara <Central African Republic>,
kai,,Karekare,
kaj,,Jju,
kak,,Kalanguya,
kal,kl,Kalaallisut,
kam,,Kamba <Kenya>,
kan,kn,Kannada,
kao,,Xaasongaxango,
kap,,Bezhta,
kaq,,Capanahua,
kar,,Karen,
kas,ks,Kashmiri,
kat,ka,Georgian,
kau,kr,Kanuri,
kav,,Katukina,
kaw,,Kawi,
kax,,Kao,
kay,,Kamayura,
kaz,kk,Kazakh,
kba,,Kalarko,
kbb,,Kaxuiana,
kbc,,Kadiweu,
kbd,,Kabardian,
kbe,,Kanju,
kbg,,Khamba,
kbh,,Camsa,
kbi,,Kaptiau,
kbj,,Kari,
kbk,,Grass Koiari,
kbl,,Kanembu,
kbm,,Iwal,
kbn,,Kare <Central African Republic>,
kbo,,Keliko,
kbp,,Kabiye,
kbq,,Kamano,
kbr,,Kafa,
kbs,,Kande,
kbt,,Abadi,
kbu,,Kabutra,
kbv,,Dera <Indonesia>,
kbw,,Kaiep,
kbx,,Ap Ma,
kby,,Manga Kanuri,
kbz,,Duhwa,
kca,,Khanty,
kcb,,Kawacha,
kcc,,Lubila,
kcd,,Ngkalmpw Kanum,
kce,,Kaivi,
kcf,,Ukaan,
kcg,,Tyap,
kch,,Vono,
kci,,Kamantan,
kcj,,Kobiana,
kck,,Kalanga,
kcl,,Kela <Papua New Guinea>,
kcm,,Gula <Central African Republic>,
kcn,,Nubi,
kco,,Kinalakna,
kcp,,Kanga,
kcq,,Kamo,
kcr,,Katla,
kcs,,Koenoem,
kct,,Kaian,
kcu,,Kami <Tanzania>,
kcv,,Kete,
kcw,,Kabwari,
kcx,,Kachama-Ganjule,
kcy,,Korandje,
kcz,,Konongo,
kda,,Worimi,
kdc,,Kutu,
kdd,,Yankunytjatjara,
kde,,Makonde,
kdf,,Mamusi,
kdg,,Seba,
kdh,,Tem,
kdi,,Kumam,
kdj,,Karamojong,
kdk,,Numee,
kdl,,Tsikimba,
kdm,,Kagoma,
kdn,,Kunda,
kdp,,Kaningdon-Nindem,
kdq,,Koch,
kdr,,Karaim,
kdt,,Kuy,
kdu,,Kadaru,
kdw,,Koneraw,
kdx,,Kam,
kdy,,Keder,
kdz,,Kwaja,Ndaktup
kea,,Kabuverdianu,Caboverdiano; Cape Verdean Creole; Cape Verde Creole
keb,,Kele,
kec,,Keiga,
ked,,Kerewe,
kee,,Eastern Keres,
kef,,Kpessi,
keg,,Tese,
keh,,Keak,
kei,,Kei,
kej,,Kadar,
kek,,Kekchi,
kel,,Kela <Democratic Republic of Congo>,
kem,,Kemak,
ken,,Kenyang,
keo,,Kakwa,
kep,,Kaikadi,
keq,,Kamar,
ker,,Kera,
kes,,Kugbo,
ket,,Ket,
keu,,Akebu,
kev,,Kanikkaran,
kew,,West Kewa,
kex,,Kukna,
key,,Kupia,
kez,,Kukele,
kfa,,Kodava,
kfb,,Northwestern Kolami,
kfc,,Konda-Dora,
kfd,,Korra Koraga,
kfe,,Kota <India>,
kff,,Koya,
kfg,,Kudiya,
kfh,,Kurichiya,
kfi,,Kannada Kurumba,
kfj,,Kemiehua,
kfk,,Kinnauri,
kfl,,Kung,
kfm,,Khunsari,
kfn,,Kuk,
kfo,,Koro <Cote d'Ivoire>,
kfp,,Korwa,
kfq,,Korku,
kfr,,Kachhi,
kfs,,Bilaspuri,
kft,,Kanjari,
kfu,,Katkari,
kfv,,Kurmukar,
kfw,,Kharam Naga,
kfx,,Kullu Pahari,
kfy,,Kumaoni,
kfz,,Koromfe,
kga,,Koyaga,
kgb,,Kawe,
kge,,Komering,
kgf,,Kube,
kgg,,Kusunda,
kgi,,Selangor Sign Language,KLSL; Kuala Lumpur Sign Language
kgj,,Gamale Kham,
kgk,,Kaiwa,
kgl,,Kunggari,
kgm,,Karipuna,
kgn,,Karingani,
kgo,,Krongo,
kgp,,Kaingang,
kgq,,Kamoro,
kgr,,Abun,
kgs,,Kumbainggar,
kgt,,Somyev,
kgu,,Kobol,
kgv,,Karas,
kgw,,Karon Dori,
kgx,,Kamaru,
kgy,,Kyerung,
kha,,Khasi,
khb,,Lu,
khc,,Tukang Besi North,
khd,,Badi Kanum,
khe,,Korowai,
khf,,Khuen,
khg,,Khams Tibetan,
khh,,Kehu,
khj,,Kuturmi,
khk,,Halh Mongolian,
khl,,Lusi,
khm,km,Central Khmer,
khn,,Khandesi,
kho,,Khotanese,
khp,,Kapori,
khq,,Koyra Chiini Songhay,Songai; Songay; Songhai; Songhay; Songhoy; Songoi; Songoy; Sonrai; Sonrhai; Timbuktu Songhoy; West Songhoy
khr,,Kharia,
khs,,Kasua,
kht,,Khamti,
khu,,Nkhumbi,
khv,,Khvarshi,
khw,,Khowar,
khx,,Kanu,
khy,,Kele <Democratic Republic of Congo>,
khz,,Keapara,
kia,,Kim,
kib,,Koalib,
kic,,Kickapoo,
kid,,Koshin,
kie,,Kibet,
kif,,Eastern Parbate Kham,
kig,,Kimaama,
kih,,Kilmeri,
kii,,Kitsai,
kij,,Kilivila,
kik,ki,Kikuyu,
kil,,Kariya,
kim,,Karagas,
kin,rw,Kinyarwanda,
kio,,Kiowa,
kip,,Sheshi Kham,
kiq,,Kosadle,
kir,ky,Kirghiz,
kis,,Kis,
kit,,Agob,
kiu,,Kirmanjki,
kiv,,Kimbu,
kiw,,Northeast Kiwai,
kix,,Khiamniungan Naga,
kiy,,Kirikiri,
kiz,,Kisi,
kja,,Mlap,
kjb,,Q'anjob'al,
kjc,,Coastal Konjo,
kjd,,Southern Kiwai,
kje,,Kisar,
kjf,,Khalaj,
kjg,,Khmu,
kjh,,Khakas,
kji,,Zabana,
kjj,,Khinalugh,
kjk,,Highland Konjo,
kjl,,Western Parbate Kham,
kjm,,Khang,
kjn,,Kunjen,
kjo,,Harijan Kinnauri,
kjp,,Pwo Eastern Karen,
kjq,,Western Keres,
kjr,,Kurudu,
kjs,,East Kewa,
kjt,,Phrae Pwo Karen,
kju,,Kashaya,
kjv,,Kaikavian Literary Language,
kjx,,Ramopa,
kjy,,Erave,
kjz,,Bumthangkha,
kka,,Kakanda,
kkb,,Kwerisa,
kkc,,Odoodee,
kkd,,Kinuku,
kke,,Kakabe,
kkf,,Kalaktang Monpa,
kkg,,Mabaka Valley Kalinga,
kkh,,Khun,
kki,,Kagulu,
kkj,,Kako,
kkk,,Kokota,
kkl,,Kosarek Yale,
kkm,,Kiong,
kkn,,Kon Keu,
kko,,Karko,
kkp,,Gugubera,
kkq,,Kaiku,
kkr,,Kir-Balar,
kks,,Giiwo,
kkt,,Koi,
kku,,Tumi,
kkv,,Kangean,
kkw,,Teke-Kukuya,
kkx,,Kohin,Bahasa Seruyan; Seruyan
kky,,Guguyimidjir,
kkz,,Kaska,
kla,,Klamath-Modoc,
klb,,Kiliwa,
klc,,Kolbila,
kld,,Gamilaraay,
kle,,Kulung <Nepal>,
klf,,Kendeje,
klg,,Tagakaulo,
klh,,Weliki,
kli,,Kalumpang,
klj,,Turkic Khalaj,
klk,,Kono <Nigeria>,
kll,,Kagan Kalagan,
klm,,Migum,
kln,,Kalenjin,
klo,,Kapya,
klp,,Kamasa,
klq,,Rumu,
klr,,Khaling,
kls,,Kalasha,
klt,,Nukna,
klu,,Klao,
klv,,Maskelynes,
klw,,Tado,
klx,,Koluwawa,
kly,,Kalao,
klz,,Kabola,
kma,,Konni,
kmb,,Kimbundu,
kmc,,Southern Dong,
kmd,,Majukayang Kalinga,
kme,,Bakole,
kmf,,Kare <Papua New Guinea>,
kmg,,Kate,
kmh,,Kalam,
kmi,,Kami <Nigeria>,
kmj,,Kumarbhag Paharia,
kmk,,Limos Kalinga,
kml,,Tanudan Kalinga,
kmm,,Kom <India>,
kmn,,Awtuw,
kmo,,Kwoma,
kmp,,Gimme,
kmq,,Kwama,
kmr,,Northern Kurdish,
kms,,Kamasau,
kmt,,Kemtuik,
kmu,,Kanite,
kmv,,Karipuna Creole French,
kmw,,Komo <Democratic Republic of Congo>,
kmx,,Waboda,
kmy,,Koma,
kmz,,Khorasani Turkish,
kna,,Dera <Nigeria>,
knb,,Lubuagan Kalinga,
knc,,Central Kanuri,
knd,,Konda,
kne,,Kankanaey,
knf,,Mankanya,
kng,,Koongo,Congo; Kikongo; Kongo
kni,,Kanufi,
knj,,Western Kanjobal,
knk,,Kuranko,
knl,,Keninjal,
knm,,Kanamari,
knn,,Konkani,
kno,,Kono <Sierra Leone>,
knp,,Kwanja,
knq,,Kintaq,
knr,,Kaningra,
kns,,Kensiu,
knt,,Panoan Katukina,
knu,,Kono <Guinea>,
knv,,Tabo,
knw,,Kung-Ekoka,
knx,,Kendayan,
kny,,Kanyok,
knz,,Kalamse,
koa,,Konomala,
koc,,Kpati,
kod,,Kodi,
koe,,Kacipo-Balesi,
kof,,Kubi,
kog,,Cogui,
koh,,Koyo,
koi,,Komi-Permyak,
kok,,Konkani,Goan
kol,,Kol <Papua New Guinea>,
kom,kv,Komi,
kon,kg,Kongo,
koo,,Konzo,
kop,,Waube,
koq,,Kota <Gabon>,
kor,ko,Korean,
kos,,Kosraean,
kot,,Lagwan,
kou,,Koke,
kov,,Kudu-Camo,
kow,,Kugama,
koy,,Koyukon,
koz,,Korak,
kpa,,Kutto,
kpb,,Mullu Kurumba,
kpc,,Curripaco,
kpd,,Koba,
kpe,,Kpelle,
kpf,,Komba,
kpg,,Kapingamarangi,
kph,,Kplang,
kpi,,Kofei,
kpj,,Karaja,
kpk,,Kpan,
kpl,,Kpala,
kpm,,Koho,
kpn,,Kepkiriwat,
kpo,,Ikposo,
kpq,,Korupun-Sela,
kpr,,Korafe-Yegha,
kps,,Tehit,
kpt,,Karata,
kpu,,Kafoa,
kpv,,Komi-Zyrian,
kpw,,Kobon,
kpx,,Mountain Koiali,
kpy,,Koryak,
kpz,,Kupsabiny,
kqa,,Mum,
kqb,,Kovai,
kqc,,Doromu-Koki,
kqd,,Koy Sanjaq Surat,
kqe,,Kalagan,
kqf,,Kakabai,
kqg,,Khe,
kqh,,Kisankasa,
kqi,,Koitabu,
kqj,,Koromira,
kqk,,Kotafon Gbe,
kql,,Kyenele,
kqm,,Khisa,
kqn,,Kaonde,
kqo,,Eastern Krahn,
kqp,,Kimre,
kqq,,Krenak,
kqr,,Kimaragang,
kqs,,Northern Kissi,
kqt,,Klias River Kadazan,
kqu,,Seroa,
kqv,,Okolod,
kqw,,Kandas,
kqx,,Mser,
kqy,,Koorete,
kqz,,Korana,
kra,,Kumhali,
krb,,Karkin,
krc,,Karachay-Balkar,
krd,,Kairui-Midiki,
kre,,Panara,
krf,,Koro <Vanuatu>,
krh,,Kurama,
kri,,Krio,
krj,,Kinaray-A,
krk,,Kerek,
krl,,Karelian,
krn,,Sapo,
krp,,Korop,
krr,,Krung,
krs,,Gbaya <Sudan>,
krt,,Tumari Kanuri,
kru,,Kurukh,
krv,,Kavet,
krw,,Western Krahn,
krx,,Karon,
kry,,Kryts,
krz,,Sota Kanum,
ksa,,Shuwa-Zamani,
ksb,,Shambala,
ksc,,Southern Kalinga,
ksd,,Kuanua,
kse,,Kuni,
ksf,,Bafia,
ksg,,Kusaghe,
ksh,,Kolsch,
ksi,,Krisa,
ksj,,Uare,
ksk,,Kansa,
ksl,,Kumalu,
ksm,,Kumba,
ksn,,Kasiguranin,
kso,,Kofa,
ksp,,Kaba,
ksq,,Kwaami,
ksr,,Borong,
kss,,Southern Kisi,
kst,,Winye,
ksu,,Khamyang,
ksv,,Kusu,
ksw,,Sgaw Karen,
ksx,,Kedang,
ksy,,Kharia Thar,
ksz,,Kodaku,
kta,,Katua,
ktb,,Kambaata,
ktc,,Kholok,
ktd,,Kokata,
kte,,Nubri,
ktf,,Kwami,
ktg,,Kalkutung,
kth,,Karanga,
kti,,North Muyu,
ktj,,Plapo Krumen,
ktk,,Kaniet,
ktl,,Koroshi,
ktm,,Kurti,
ktn,,Karitiana,
kto,,Kuot,
ktp,,Kaduo,
ktq,,Katabaga,
kts,,South Muyu,
ktt,,Ketum,
ktu,,Kituba <Democratic Republic of Congo>,
ktv,,Eastern Katu,
ktw,,Kato,
ktx,,Kaxarari,
kty,,Kango <Bas-Uele District>,
ktz,,Ju'hoan,
kua,kj,Kuanyama,
kub,,Kutep,
kuc,,Kwinsu,
kud,,Auhelawa,
kue,,Kuman <Papua New Guinea>,
kuf,,Western Katu,
kug,,Kupa,
kuh,,Kushi,
kui,,Kuikuro-Kalapalo,
kuj,,Kuria,
kuk,,Kepo',
kul,,Kulere,
kum,,Kumyk,
kun,,Kunama,
kuo,,Kumukio,
kup,,Kunimaipa,
kuq,,Karipuna,
